ID_estudiante,ID_IE,Seccion,sexo,ise,Distrito,M500_L,M500_CN,M500_M,grupo_M,riesgo_matematica
2022223147727200216,2270,B,Mujer,0.653589192163282,SAN JUAN DE MIRAFLORES,568.478,422.725,587.021,En inicio,1
2022223147727200217,2270,B,Mujer,1.1401458611051,SAN JUAN DE MIRAFLORES,599.521,487.408,560.395,En inicio,1
2022223147727200218,2270,B,Mujer,1.04532483560488,SAN JUAN DE MIRAFLORES,575.13,438.285,519.048,Previo al Inicio,1
2022223147727200219,2270,B,Hombre,0.666014150691232,SAN JUAN DE MIRAFLORES,584.8,386.333,558.735,En inicio,1
2022223147727200220,2270,B,Mujer,0.895316181429652,SAN JUAN DE MIRAFLORES,625.699,566.623,550.22,En inicio,1
2022223147727200221,2270,B,Mujer,0.180098882622817,SAN JUAN DE MIRAFLORES,533.862,374.76,472.001,Previo al Inicio,1
2022223147727200222,2270,B,Mujer,1.4102689639907,SAN JUAN DE MIRAFLORES,625.576,503.868,560.395,En inicio,1
2022223147727200223,2270,B,Mujer,1.23933507389625,SAN JUAN DE MIRAFLORES,596.133,428.769,545.097,En inicio,1
2022223147727200224,2270,B,Hombre,-0.203014903632799,SAN JUAN DE MIRAFLORES,524.746,417.582,499.782,Previo al Inicio,1
2022223147727200225,2270,B,Hombre,0.301553389783184,SAN JUAN DE MIRAFLORES,550.985, ,513.492,Previo al Inicio,1
2022223147727200226,2270,B,Mujer,0.748757625025037,SAN JUAN DE MIRAFLORES,654.956, ,595.896,En inicio,1
2022223147727200227,2270,B,Hombre,0.0411292021310578,SAN JUAN DE MIRAFLORES,625.576,619.089,634.357,En proceso,0
2022223147727200228,2270,B,Hombre,0.413220030797172,SAN JUAN DE MIRAFLORES,523.267,378.746,553.828,En inicio,1
2022223147727200229,2270,B,Mujer,1.13380200568556,SAN JUAN DE MIRAFLORES,538.296,448.701,508.369,Previo al Inicio,1
